Date,Iteration,Actual,Predicted
2019-02-01,9,103.22,101.97641841279773
2019-03-01,9,103.58,103.64940994953449
2019-04-01,9,103.3,104.55154374255656
2019-05-01,9,103.3,103.15217481337645
2019-06-01,9,102.87,103.82314276892713
2019-07-01,9,102.66,102.69638269338745
2019-08-01,8,103.07,102.93053237629923
2019-09-01,8,102.76,103.07155517464444
2019-10-01,8,102.42,102.46554425802404
2019-11-01,8,102.19,101.78421713840908
2019-12-01,8,102.55,101.62043696809263
2020-01-01,8,102.38,101.24498206085919
2020-02-01,7,102.33,103.0564840772571
2020-03-01,7,101.58,103.46192417035351
2020-04-01,7,100.98,102.1037727626082
2020-05-01,7,101.15,102.21490644987415
2020-06-01,7,101.77,101.36869624990715
2020-07-01,7,102.62,100.65866349051191
2020-08-01,6,103.21,101.38936675404578
2020-09-01,6,103.5,102.28736082212127
2020-10-01,6,103.37,103.4053030691458
2020-11-01,6,103.81,104.48486819610365
2020-12-01,6,105.06,103.39468706317835
2021-01-01,6,105.68,103.1469020449499
2021-02-01,5,107.7,105.06331394941127
2021-03-01,5,109.73,107.46072484707655
2021-04-01,5,111.5,110.14812876023608
2021-05-01,5,113.66,111.78387213902487
2021-06-01,5,113.92,112.94331784024847
2021-07-01,5,114.46,113.76574942219496
2021-08-01,4,115.08,116.05003609658539
2021-09-01,4,115.63,116.6304330188502
2021-10-01,4,117.04,115.37661836632782
2021-11-01,4,117.45,116.38923679447313
2021-12-01,4,118.28,117.18689829341324
2022-01-01,4,119.88,116.83988268416692
2022-02-01,3,121.13,119.52317149456458
2022-03-01,3,123.97,120.62696039161365
2022-04-01,3,125.73,122.95894620882753
2022-05-01,3,125.36,125.2691476582415
2022-06-01,3,125.73,124.37517077058676
2022-07-01,3,123.22,123.8805699879925
2022-08-01,2,124.5,124.4734396579313
2022-09-01,2,126.84,125.0670494615693
2022-10-01,2,127.27,125.88790447231588
2022-11-01,2,128.04,125.49543958615584
2022-12-01,2,128.14,125.70000294934596
2023-01-01,2,129.22,124.63819518982189
2023-02-01,1,130.12,127.30145064364065
2023-03-01,1,130.46,125.97100295253547
2023-04-01,1,130.91,126.18507914504512
2023-05-01,1,130.25,123.13737509948471
2023-06-01,1,130.7,125.5567338039104
2023-07-01,1,130.46,125.17165811706771
2023-08-01,0,130.85,124.83426570687465
2023-09-01,0,130.54,127.82683022491219
2023-10-01,0,130.71,131.0682987689474
2023-11-01,0,131.54,127.28308213202357
2023-12-01,0,131.72,126.96661454616046
2024-01-01,0,131.87,124.32634080654934
