Date,Iteration,Actual,Predicted
2019-02-01,9,132.71,130.58715028005005
2019-03-01,9,132.71,132.0307622699863
2019-04-01,9,132.71,132.40692002833518
2019-05-01,9,132.71,132.77811663756663
2019-06-01,9,132.71,132.96408966358737
2019-07-01,9,136.54,138.9082763419021
2019-08-01,8,136.54,138.7711207553012
2019-09-01,8,136.54,137.83316823016034
2019-10-01,8,136.54,138.20752563636879
2019-11-01,8,136.54,138.18452076677633
2019-12-01,8,136.54,138.0411972406233
2020-01-01,8,139.93,139.8256304028018
2020-02-01,7,139.93,139.6238294168542
2020-03-01,7,139.93,138.91243986326515
2020-04-01,7,139.93,138.51509731046497
2020-05-01,7,139.93,137.03562342509977
2020-06-01,7,139.93,136.43089525238574
2020-07-01,7,143.74,144.69213334549045
2020-08-01,6,143.74,142.37078818910192
2020-09-01,6,143.74,141.57909783153428
2020-10-01,6,143.74,140.56349732870405
2020-11-01,6,143.74,140.16176416233668
2020-12-01,6,143.74,138.4717694804935
2021-01-01,6,146.35,147.27396170297834
2021-02-01,5,146.35,147.6398058180479
2021-03-01,5,146.35,147.11122318933084
2021-04-01,5,146.35,146.25135633047768
2021-05-01,5,146.35,146.18083311102842
2021-06-01,5,146.35,144.28408852171745
2021-07-01,5,149.28,147.63120019528637
2021-08-01,4,149.28,147.7836712971909
2021-09-01,4,149.28,147.8053231247295
2021-10-01,4,149.28,148.10067344013032
2021-11-01,4,149.28,148.35114794048917
2021-12-01,4,149.28,148.04563386538814
2022-01-01,4,154.55,151.57332097305618
2022-02-01,3,154.55,151.93720561377933
2022-03-01,3,154.55,152.45061717401921
2022-04-01,3,154.55,153.04688760169262
2022-05-01,3,154.55,153.9471261801752
2022-06-01,3,154.55,153.96108949238993
2022-07-01,3,158.05,156.78984006092452
2022-08-01,2,158.05,157.2346868705327
2022-09-01,2,158.05,156.92950368637258
2022-10-01,2,158.05,157.7648511273133
2022-11-01,2,158.05,157.89860471157556
2022-12-01,2,158.05,157.98451543491223
2023-01-01,2,163.13,162.67201886428325
2023-02-01,1,163.13,162.89692626228714
2023-03-01,1,163.13,162.60139053862682
2023-04-01,1,163.13,163.02219928451294
2023-05-01,1,163.13,163.99203007295634
2023-06-01,1,163.13,163.78970185126593
2023-07-01,1,168.53,166.35936894914605
2023-08-01,0,168.53,167.36739307894038
2023-09-01,0,168.53,167.73976532214726
2023-10-01,0,168.53,167.4697687873006
2023-11-01,0,168.53,168.72077604871743
2023-12-01,0,168.53,169.10121467050317
2024-01-01,0,171.64,169.75749107083618
