Date,Iteration,Actual,Predicted
2019-02-01,9,110.26,109.7607604133279
2019-03-01,9,110.47,110.39115059150579
2019-04-01,9,110.5,110.25804691327524
2019-05-01,9,110.57,110.36572216196676
2019-06-01,9,110.8,110.55826955707808
2019-07-01,9,110.56,110.69554373656577
2019-08-01,8,110.66,110.66411594193494
2019-09-01,8,110.19,110.81312175611697
2019-10-01,8,108.78,110.12523163259186
2019-11-01,8,107.79,108.7676767714803
2019-12-01,8,107.52,107.85598326523166
2020-01-01,8,108.17,107.2212864910365
2020-02-01,7,109.25,108.2981353132609
2020-03-01,7,108.94,109.31004496427909
2020-04-01,7,108.46,108.97558420838709
2020-05-01,7,107.89,108.66549694267508
2020-06-01,7,107.7,107.97132311853932
2020-07-01,7,106.96,107.89662635173431
2020-08-01,6,107.0,106.95207070223785
2020-09-01,6,106.84,107.1332433060187
2020-10-01,6,106.93,106.89764792331414
2020-11-01,6,107.75,107.07167921625057
2020-12-01,6,109.33,107.76072575861895
2021-01-01,6,114.24,109.21540606785311
2021-02-01,5,115.32,114.1991478428316
2021-03-01,5,117.34,115.30262037344184
2021-04-01,5,121.56,117.11172071593464
2021-05-01,5,126.27,121.07928688250715
2021-06-01,5,132.78,125.56064672259546
2021-07-01,5,134.53,131.4836949289133
2021-08-01,4,137.85,134.0646820571477
2021-09-01,4,140.28,137.18817823807137
2021-10-01,4,141.46,139.59523032485777
2021-11-01,4,142.69,140.6475857208651
2021-12-01,4,142.54,141.7428459253532
2022-01-01,4,144.66,141.01424325473124
2022-02-01,3,145.94,144.6724118664825
2022-03-01,3,150.36,145.96799986496575
2022-04-01,3,153.69,149.96317418361565
2022-05-01,3,154.85,153.1189398195998
2022-06-01,3,153.44,154.17179446749816
2022-07-01,3,155.34,152.6949890060934
2022-08-01,2,152.09,156.18080926499903
2022-09-01,2,153.47,152.99636207915415
2022-10-01,2,153.57,154.48592193440737
2022-11-01,2,153.92,154.22284662003204
2022-12-01,2,152.98,154.63596884564168
2023-01-01,2,152.67,154.12897294085286
2023-02-01,1,153.5,152.59839429959572
2023-03-01,1,153.63,153.45888853813767
2023-04-01,1,153.44,153.51698370229917
2023-05-01,1,153.03,153.3116876132209
2023-06-01,1,152.65,152.7487165532491
2023-07-01,1,151.94,152.3728908152592
2023-08-01,0,151.39,151.7182087350232
2023-09-01,0,151.37,151.1975035229272
2023-10-01,0,151.09,151.15095879492247
2023-11-01,0,150.4,150.88438163597158
2023-12-01,0,147.02,150.2431410826942
2024-01-01,0,147.04,146.7065923141435
