Date,Iteration,Actual,Predicted
2019-02-01,19,103.22,102.44478519777083
2019-03-01,19,103.58,103.45706814991934
2019-04-01,19,103.3,103.003115261601
2019-05-01,18,103.3,103.13028734646211
2019-06-01,18,102.87,103.28965152867625
2019-07-01,18,102.66,102.76265357868331
2019-08-01,17,103.07,102.70122818743211
2019-09-01,17,102.76,103.05403955963709
2019-10-01,17,102.42,101.90297205440399
2019-11-01,16,102.19,102.5300448279667
2019-12-01,16,102.55,102.1212557403511
2020-01-01,16,102.38,102.5896389431597
2020-02-01,15,102.33,102.5415946814418
2020-03-01,15,101.58,102.46394459978046
2020-04-01,15,100.98,101.4901223603854
2020-05-01,14,101.15,101.01271453699621
2020-06-01,14,101.77,101.2995225677666
2020-07-01,14,102.62,101.86357856684752
2020-08-01,13,103.21,102.65449630180402
2020-09-01,13,103.5,103.44815413722353
2020-10-01,13,103.37,103.4664797805352
2020-11-01,12,103.81,103.39106596932973
2020-12-01,12,105.06,103.93083023709774
2021-01-01,12,105.68,105.28654232372195
2021-02-01,11,107.7,105.85924527774468
2021-03-01,11,109.73,108.03415870784423
2021-04-01,11,111.5,109.72419077171074
2021-05-01,10,113.66,111.46045902305632
2021-06-01,10,113.92,113.25372690013154
2021-07-01,10,114.46,112.85704940147426
2021-08-01,9,115.08,114.10035800037927
2021-09-01,9,115.63,113.41282639814804
2021-10-01,9,117.04,114.52110245051622
2021-11-01,8,117.45,116.55682900700295
2021-12-01,8,118.28,116.14172846713691
2022-01-01,8,119.88,112.5894076240419
2022-02-01,7,121.13,117.31271365823056
2022-03-01,7,123.97,120.3294369265687
2022-04-01,7,125.73,123.32479638033732
2022-05-01,6,125.36,126.5983249605948
2022-06-01,6,125.73,126.93566888799215
2022-07-01,6,123.22,125.14770158837031
2022-08-01,5,124.5,122.59613937957626
2022-09-01,5,126.84,124.35120492253142
2022-10-01,5,127.27,126.81907500683508
2022-11-01,4,128.04,127.42312405613258
2022-12-01,4,128.14,127.82776982309696
2023-01-01,4,129.22,115.74578958601134
2023-02-01,3,130.12,103.80911147575205
2023-03-01,3,130.46,103.07139300759526
2023-04-01,3,130.91,128.64816205813494
2023-05-01,2,130.25,131.26977723744312
2023-06-01,2,130.7,126.8378402678702
2023-07-01,2,130.46,129.565310845788
2023-08-01,1,130.85,130.00887761779117
2023-09-01,1,130.54,130.4149401612565
2023-10-01,1,130.71,130.56819675792352
2023-11-01,0,131.54,130.23811659424436
2023-12-01,0,131.72,131.52341408966063
2024-01-01,0,131.87,131.01291848407567
