Date,Iteration,Actual,Predicted
2019-02-01,19,110.26,108.43995658036901
2019-03-01,19,110.47,109.721925239525
2019-04-01,19,110.5,109.31882299277846
2019-05-01,18,110.57,111.0842078463109
2019-06-01,18,110.8,110.72887858576168
2019-07-01,18,110.56,111.00831954123596
2019-08-01,17,110.66,110.3976804655452
2019-09-01,17,110.19,110.12898480814107
2019-10-01,17,108.78,109.53519411283088
2019-11-01,16,107.79,108.97635627716113
2019-12-01,16,107.52,108.02074819085055
2020-01-01,16,108.17,105.22146742965637
2020-02-01,15,109.25,104.72377444178662
2020-03-01,15,108.94,109.4853434769956
2020-04-01,15,108.46,108.952346590026
2020-05-01,14,107.89,108.5400753631684
2020-06-01,14,107.7,107.46961083345678
2020-07-01,14,106.96,107.82055310420067
2020-08-01,13,107.0,103.82019140013226
2020-09-01,13,106.84,106.8440549481562
2020-10-01,13,106.93,106.93545640753926
2020-11-01,12,107.75,106.858436795997
2020-12-01,12,109.33,107.85740123307524
2021-01-01,12,114.24,108.84939248604707
2021-02-01,11,115.32,112.30327260888922
2021-03-01,11,117.34,114.64502367504149
2021-04-01,11,121.56,115.13884154399778
2021-05-01,10,126.27,118.9114310274697
2021-06-01,10,132.78,122.25017124296014
2021-07-01,10,134.53,123.95294803833089
2021-08-01,9,137.85,136.21218094199446
2021-09-01,9,140.28,135.13891454088736
2021-10-01,9,141.46,134.38786726443345
2021-11-01,8,142.69,140.64277704908451
2021-12-01,8,142.54,141.20541809729377
2022-01-01,8,144.66,115.01035169581127
2022-02-01,7,145.94,128.53350595417018
2022-03-01,7,150.36,143.5995869361053
2022-04-01,7,153.69,143.7629187977958
2022-05-01,6,154.85,156.3751010906052
2022-06-01,6,153.44,157.0291227111851
2022-07-01,6,155.34,155.52413976108417
2022-08-01,5,152.09,153.22407108055094
2022-09-01,5,153.47,150.9357455036661
2022-10-01,5,153.57,153.95101226207203
2022-11-01,4,153.92,146.3320940066393
2022-12-01,4,152.98,147.1503181780083
2023-01-01,4,152.67,149.8921710041541
2023-02-01,3,153.5,149.94377265261488
2023-03-01,3,153.63,154.10273121062912
2023-04-01,3,153.44,152.2334650053263
2023-05-01,2,153.03,152.30363529069888
2023-06-01,2,152.65,152.10557898606473
2023-07-01,2,151.94,153.59026882319654
2023-08-01,1,151.39,153.07331637868015
2023-09-01,1,151.37,147.83411820885067
2023-10-01,1,151.09,149.2597184706916
2023-11-01,0,150.4,151.89046566725315
2023-12-01,0,147.02,151.40174647196585
2024-01-01,0,147.04,136.17896809768718
