date,Actual,Forecast
2023-08-01,160.39,162.6897460427631
2023-09-01,160.38,166.74672909615026
2023-10-01,160.24,164.94794633342545
2023-11-01,159.91,164.3932805711947
2023-12-01,158.26,163.9009816478504
2024-01-01,160.0,171.7908055967296
