date,Actual,Forecast
2023-08-01,153.97,152.26865264854047
2023-09-01,153.89,155.4826330844945
2023-10-01,153.8,156.04838911687452
2023-11-01,153.72,155.71966098144108
2023-12-01,153.3,155.11313477726966
2024-01-01,154.79,157.84023821406043
