date,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65,var66,var67,var68,var69,var70,var71,var72,var73,var74,var75,var76,var77,var78,var79,var80,var89,var90,var91,var92,var93,var94,var95,var96,var97,var98,var99,var100,var101,var102,var103,var104,var105,var106,var107,var108,var109,var110,var111,var112,var113,var114,var115,var116,var117,var118,var119,var120,var125,var126,var127,var128,var129,var130,var131,var132,var133,var134,var135,var136,var137,var138
2016-07-01,160.0896666,132.625633,170.7019022,156.7258491,104.381682,388.714792,161.6444444,483.6297071,151.5665925,147473,34045,113428,45637,24799,20839,101836,9247,92589,112.4857917,15892149,78,64,68,27193,13176,7549,2277,820,3371,16609594,7073180,4512612,2025155,1000099,1998548,21297,10367,5542,1819,575,2994,12917242,5388377,3567712,1412440,674131,1874582,102.5733128,110.9671136,81.61985061,103.7327392,1573450,333849,145982,1093619,110.3922063,110.2894791,113.1377823,175071,165389,254913,102,102.21,101.79,102.2,101.26,101.09,100.45,101.8,101.92,98.62,98.62,98.67,98.56,98.56,98.67,146.1394186,138.973384,4675,4386,88.87,87.54,82.64,89.59,87.66,110.3,100,93.95,99.8,102.32,102.59,101.64,90.04,6175.36,3968.64,1962.26,631.53,1756.81,574.91,706.24,98.91,2016.19,117.13,134.4497778,108.9986661,3781.4,9968.8,105.0722774,1144.09,87.2,92.6,89.6,81.53477218,82.21709007,81.61209068,3.4,3.56,3.24,112.2399942,2350.6037,104.3635294,104.6321439,272716.2,428246.6,75.832,84.981
2016-08-01,166.9677265,156.9224776,170.8523959,165.8126996,88.61857059,507.9089722,167.5015873,1005.596234,141.2699712,153809,40282,113528,48283,21054,27229,105526,19227,86299,112.4857917,15892149,78,59,75,23535,10909,6707,1761,893,3265,15074493,6241777,4608438,1567862,787961,1868455,19810,10022,4810,1740,485,2753,11521915,4693286,3113193,1672695,534047,1508694,102.5733128,110.9671136,81.61985061,103.7327392,1573450,333849,145982,1093619,110.3922063,110.2894791,113.1377823,175071,165389,254913,101.88,102.09,101.64,102.14,101.1,100.95,100.3,101.6,101.76,97.99,98.18,96.05,97.92,98.1,96.05,145.6392623,150.982256,4659,4765,88.87,82.75,78.25,82.83,81.13,112.78,100,80.93,98.81,102.31,102.58,101.64,82.57,6440.63,4050.9,1923.26,662.87,1734.89,583.83,663.69,93.6,2034.65,116.32,134.4497778,108.9986661,3781.4,9968.8,102.0957699,1111.68,87.6,93,89.8,80.81534772,81.29330254,80.85642317,3.37,3.52,3.21,113.55562,2378.1564,104.3635294,104.6321439,272716.2,428246.6,75.927,85.061
2016-09-01,143.8432897,99.87923646,160.8295208,104.4197946,68.20439431,264.8946092,162.0650794,493.4623431,151.6942771,132507,25639,106868,30406,16204,14201,102101,9435,92667,112.4857917,15892149,75,64,75,19549,9509,5466,1311,595,2668,11573444,5074992,3167645,1185831,578109,1566867,17038,8462,4202,1337,567,2470,11380596,5370137,2898629,976365,550161,1585304,102.5733128,110.9671136,81.61985061,103.7327392,1573450,333849,145982,1093619,110.3922063,110.2894791,113.1377823,175071,165389,254913,103.5,103.76,103.22,103.69,102.89,102.61,102.22,103.41,103.83,97.82,97.98,96.29,97.73,97.88,96.29,134.8859018,138.086185,4315,4358,88.87,84.17,85.39,83.53,78.99,116.81,100,80.93,98.49,102.31,102.58,101.64,87.99,6504.37,4070.09,1989.94,652.28,1734.44,595.16,681.21,96.42,2043.63,117.8,134.4497778,108.9986661,3781.4,9968.8,101.7109638,1107.49,88,93.1,89.9,80.09592326,80.60046189,80.10075567,3.34,3.49,3.18,113.7202553,2381.6043,104.3635294,104.6321439,272716.2,428246.6,76.031,85.145
2016-10-01,182.5421466,143.837164,197.4972911,133.3905697,123.970873,175.1165827,205.2603175,390.6380753,199.4581587,168156,36923,131233,38842,29453,9388,129314,7469,121845,112.4857917,15892149,73,67,73,22131,10486,6096,1502,734,3313,14636724,6391882,3487944,1360384,722623,2673891,19458,9561,4770,1460,570,3097,11797166,5071826,3171270,1328437,493336,1732297,102.5733128,110.9671136,81.61985061,103.7327392,1573450,333849,145982,1093619,110.3922063,110.2894791,113.1377823,175071,165389,254913,103.58,103.82,103.32,103.75,103.06,102.82,102.47,103.48,103.99,98.25,98.29,97.86,98.15,98.19,97.86,151.3597999,163.5297845,4842,5161,90.23,90.68,91.6,91.29,79.47,116.81,100,80.93,98.49,102.31,102.58,101.64,85.56,6488.02,4041.39,1900.34,725.27,1694.41,577.83,624.68,88.96,2008.19,114.46,161.6071111,114.6220123,4545.2,10483.1,103.3447826,1125.28,88.4,93.2,90.2,79.85611511,80.60046189,79.8488665,3.33,3.49,3.17,114.2099496,2391.8598,104.6600312,105.2596242,273491,430814.8,76.215,85.296
2016-11-01,145.881957,95.29801325,165.424091,128.857447,78.80292954,350.6808431,153.7492063,300.2615063,149.1635018,134385,24463,109921,37522,18722,18800,96862,5741,91121,112.4857917,15892149,77,64,63,24096,10885,7032,1702,826,3651,15593128,6705028,3962850,1567963,856203,2501084,20924,9742,5425,1725,595,3437,15325220,7096450,3810709,1343927,855373,2218761,102.5733128,110.9671136,81.61985061,103.7327392,1573450,333849,145982,1093619,110.3922063,110.2894791,113.1377823,175071,165389,254913,103.74,103.97,103.52,103.85,103.44,102.9,102.56,104.3,104.24,99.26,99.23,99.5,99.18,99.15,99.5,171.3035324,186.2801014,5480,5879,90.23,91.62,88.33,90.2,86.09,113.71,100,83.94,98.49,102.23,102.58,101.36,96.07,6388.98,3986.8,1869.45,715.33,1785.27,531.84,596.11,86.39,1983.48,105.54,161.6071111,114.6220123,4545.2,10483.1,106.6840549,1161.64,88.8,93.7,90.4,80.09592326,81.06235566,79.8488665,3.34,3.51,3.17,114.6151895,2400.3466,104.6600312,105.2596242,273491,430814.8,76.407,85.456
2016-12-01,241.0034846,225.7031554,246.9178907,296.4833957,204.3858911,704.6446558,215.3587302,490.5857741,206.7443688,222010,57938,164072,86333,48558,37776,135676,9380,126296,112.4857917,15892149,80,62,68,24130,10995,6761,1597,845,3932,15801256,6888164,4194840,1413825,921193,2383234,19480,9132,4859,1534,666,3289,11883789,4941174,3298826,1316746,634914,1692129,102.5733128,110.9671136,81.61985061,103.7327392,1573450,333849,145982,1093619,110.3922063,110.2894791,113.1377823,175071,165389,254913,104.11,104.31,103.94,104.1,104.04,103.47,103.05,104.98,104.9,100.32,100.25,101.04,100.25,100.18,101.04,162.4882776,165.4626109,5198,5222,90.23,99.17,99.75,100.32,90.16,114.68,100,86.28,98.49,101.88,102.19,101.08,102.2,6559.16,4079,2058.43,719.4,1868.5,558.99,631.44,89.38,2026.46,111.43,161.6071111,114.6220123,4545.2,10483.1,108.5796154,1182.28,89.2,94.1,90.6,80.33573141,81.52424942,80.10075567,3.35,3.53,3.18,114.9597303,2407.5622,104.6600312,105.2596242,273491,430814.8,76.463,85.514
2017-01-01,108.1720383,93.42423062,113.8709969,103.5990247,77.53598788,219.0822608,110.2873016,290.7949791,104.635935,99647,23982,75665,30167,18421,11745,69481,5560,63920,113.341014,16012976,82,66,64,17561,8090,5129,1159,586,2597,12440059,4748526,3874472,1116387,864983,1835691,14130,6964,3629,1067,385,2085,7980861,2899247,2264173,1260814,576789,979838,108.8695651,128.5543819,69.28366954,109.9678829,1670033,386761,123918,1159354,113.3047481,113.3636527,116.5743502,179690,169999,262656,106.03,106.25,105.87,105.82,106.3,105.81,105.12,107.28,107.3,102.19,102.25,101.21,102.12,102.19,101.21,126.8521413,112.4841572,4058,3550,115.85,106.13,106.55,106.21,92.07,115.49,100,86.28,98.49,101.72,102.3,100.31,107.01,6654.95,4184.12,2125.71,753.23,1933.95,557.79,616.13,86.64,2067.57,109.47,181.7991111,118.86221,5113.1,10870.9,108.8386018,1185.1,89.7,94.7,90.8,80.81534772,81.7551963,80.35264484,3.37,3.54,3.19,115.4468509,2417.7638,105.5000561,106.2888022,275686.1,435027.1,76.481,85.544
2017-02-01,148.0606607,210.9115699,123.7825066,134.1701295,65.24539103,439.619474,154.4825397,2020.920502,96.06469356,136392,54141,82251,39069,15501,23568,97324,38640,58684,113.341014,16012976,83,66,65,18541,8544,5268,1326,558,2845,12593100,5527846,3393612,1073919,531226,2066497,14590,7400,3554,1065,359,2212,9129261,3681970,2604645,1063598,612990,1166058,108.8695651,128.5543819,69.28366954,109.9678829,1670033,386761,123918,1159354,113.3047481,113.3636527,116.5743502,179690,169999,262656,106.22,106.4,106.09,106.02,106.45,105.82,105.22,107.56,107.49,102.42,102.83,97.33,102.36,102.78,97.33,112.0350109,120.6273764,3584,3807,115.85,103.73,100.54,101.3,102.79,116.39,100,86.28,98.17,101.31,101.99,99.66,106.9,6784.99,4210.26,2011.39,761.2,1934.76,580.17,612.2,87.08,2091.64,118.12,181.7991111,118.86221,5113.1,10870.9,105.1485039,1144.92,90.1,95,91,81.05515588,81.98614319,80.85642317,3.38,3.55,3.21,115.9203247,2427.6796,105.5000561,106.2888022,275686.1,435027.1,76.489,85.564
2017-03-01,113.5476937,130.3116478,107.0732001,103.7844706,86.6487078,179.7239321,118.0587302,672.8556485,100.6940807,104599,33451,71148,30221,20586,9635,74377,12865,61512,113.341014,16012976,85,71,70,23543,11191,6641,1534,741,3436,13560876,5437407,3899139,1341307,788333,2094690,18451,9210,4441,1407,423,2970,11484361,4589369,3384180,1460224,682722,1367866,108.8695651,128.5543819,69.28366954,109.9678829,1670033,386761,123918,1159354,113.3047481,113.3636527,116.5743502,179690,169999,262656,106.27,106.43,106.14,106.11,106.39,105.75,105.26,107.43,107.6,102.5,102.93,97.11,102.43,102.88,97.11,169.2403876,182.7946768,5414,5769,115.85,99.84,95.56,97.73,113.55,117.24,100,87.32,98.17,101.22,101.86,99.66,113.36,7020.22,4358.48,2104.82,779.76,1926.74,585.24,619.28,90,2160.23,120.23,181.7991111,118.86221,5113.1,10870.9,104.2163364,1134.77,90.5,95.4,91.3,81.29496403,81.98614319,81.10831234,3.39,3.55,3.22,116.2173405,2433.8999,105.5000561,106.2888022,275686.1,435027.1,76.509,85.583
2017-04-01,171.5411587,156.7354889,177.263424,109.2413888,99.12871454,154.0570789,200.3365079,872.541841,179.2970796,158022,40234,117788,31810,23551,8259,126212,16683,109529,113.341014,16012976,88,75,72,23751,11244,6493,1483,763,3768,13604251,4788919,4375773,1691092,765303,1983164,18879,9396,4639,1333,489,3022,10251029,3343209,3519637,1371182,488447,1528554,108.8695651,128.5543819,69.28366954,109.9678829,1670033,386761,123918,1159354,113.3047481,113.3636527,116.5743502,179690,169999,262656,106.24,106.44,106.11,106,106.36,105.93,105.13,107.3,107.46,102.02,102.42,97.08,101.93,102.35,97.08,168.3963739,167.3003802,5387,5280,115.85,100.66,99.18,100.54,113.43,118.57,100,87.32,98.17,101.08,101.89,99.14,97.1,6988.02,4431.58,2233.89,817.79,1832.29,584.66,628.24,88.8,2205.44,121.12,201.824,126.9435151,5676.3,11610,104.0289844,1132.73,91,95.6,91.6,81.29496403,81.98614319,81.36020151,3.39,3.55,3.23,117.0395571,2451.1193,106.6785247,107.0960825,278765.6,438331.2,76.538,85.6
2017-05-01,150.1373224,155.2551617,148.1639778,117.3769704,94.57445913,218.4107443,165.2809524,909.2050209,141.9967915,138305,39854,98452,34179,22469,11709,104127,17384,86743,113.341014,16012976,87,74,74,23038,10655,6252,1482,698,3951,15161961,6892649,3691421,1489342,722040,2366509,19025,9172,4669,1412,476,3296,10346829,3555877,3252151,1325143,650038,1563620,108.8695651,128.5543819,69.28366954,109.9678829,1670033,386761,123918,1159354,113.3047481,113.3636527,116.5743502,179690,169999,262656,106.21,106.41,106.05,106.05,106.12,105.69,104.92,107.04,107.28,101.72,102.07,97.43,101.65,101.99,97.43,173.6792748,180.4816223,5556,5696,115.85,96.17,93.6,94.5,107.92,118.57,100,87.32,98.17,100.83,101.91,98.25,105.3,7518.68,4737.61,2367.35,853.35,1945.72,631.82,652.04,94.66,2347.38,127.87,201.824,126.9435151,5676.3,11610,103.3447826,1125.28,91.2,96,91.8,81.29496403,81.7551963,81.61209068,3.39,3.54,3.24,117.4308016,2459.313,106.6785247,107.0960825,278765.6,438331.2,76.578,85.623
2017-06-01,157.3041392,157.4834437,157.2372381,185.1849308,154.1080899,322.9061742,144.4190476,199.4769874,142.6957831,144907,40426,104481,53924,36613,17311,90984,3814,87170,113.341014,16012976,83,71,68,24403,11008,7073,1554,825,3943,16447854,7178232,4728376,1634450,702262,2204534,18869,9015,4699,1402,544,3209,12010424,4686124,3062290,1643771,489894,2128345,108.8695651,128.5543819,69.28366954,109.9678829,1670033,386761,123918,1159354,113.3047481,113.3636527,116.5743502,179690,169999,262656,106.17,106.39,105.99,106.05,105.99,105.5,104.74,107.01,107.1,101.81,102.09,98.26,101.73,102.01,98.26,164.9577993,174.2395437,5277,5499,115.85,91.36,89.55,88.53,99.16,119.04,100,71.32,97.75,101.15,102.2,98.65,94.69,7549.1,4850.88,2594.11,930.29,2043.4,610.45,669.04,92.75,2391.79,121.8,201.824,126.9435151,5676.3,11610,103.7819371,1130.04,91.6,96.2,92,81.05515588,81.52424942,81.61209068,3.38,3.53,3.24,117.9204339,2469.5672,106.6785247,107.0960825,278765.6,438331.2,76.711,85.68
2017-07-01,106.3678503,77.78730035,117.4106068,90.82042653,69.32822628,186.0660325,113.5539683,182.8974895,111.3835778,97985,19968,78017,26446,16471,9975,71539,3497,68042,113.341014,16012976,82,72,72,22316,9725,6186,1663,698,4044,13185193,5428766,3501030,1250036,726197,2279164,17233,7991,4150,1408,473,3211,9906057,3569943,2991542,1269431,463144,1611997,108.8695651,128.5543819,69.28366954,109.9678829,1670033,386761,123918,1159354,117.2999559,117.2347108,121.3743609,186026,175804,273471,106.09,106.29,105.92,106.04,106.08,105.48,104.77,107.22,107.05,101.97,102.21,98.8,101.88,102.13,98.8,141.9193498,132.2243346,4540,4173,115.85,93.03,89.92,93.55,96.58,119.91,100,70.71,97.77,101.19,102.28,98.62,97.01,7643.84,4901.55,2573.84,990.25,2190.83,605.39,650.47,90.76,2402.71,121.8,223.0044444,133.1693236,6272,12179.4,104.1823559,1134.4,91.9,96.3,92.3,81.29496403,81.29330254,81.86397985,3.39,3.52,3.25,117.9621526,2470.4409,107.9753568,108.5899946,282154.4,444445.6,76.891,85.745
2017-08-01,156.9459069,136.1355668,164.9876595,137.4497751,108.8643825,264.1484798,165.9571429,475,156.2827397,144577,34946,109631,40024,25864,14161,104553,9082,95470,113.341014,16012976,82,73,73,21955,9542,6263,1594,679,3877,13564310,5198270,4077245,1347371,645608,2295816,17432,7929,4263,1415,470,3355,11399677,4779519,3082586,1315334,529261,1692977,108.8695651,128.5543819,69.28366954,109.9678829,1670033,386761,123918,1159354,117.2999559,117.2347108,121.3743609,186026,175804,273471,106.26,106.43,106.11,106.14,106.39,105.72,104.93,107.67,107.33,102.49,102.76,99.04,102.41,102.69,99.04,126.6333229,135.7097592,4051,4283,115.85,96.72,95.23,96.24,96.18,120.43,100,73.84,97.77,101.03,102.28,98.09,107.65,7542.3,4829.02,2587.95,942.96,2179.37,564.86,657.83,93.58,2363.19,110.54,223.0044444,133.1693236,6272,12179.4,103.8508165,1130.79,92.3,96.6,92.6,81.29496403,81.52424942,82.11586902,3.39,3.53,3.26,118.7115322,2486.1349,107.9753568,108.5899946,282154.4,444445.6,77.074,85.796
2017-09-01,141.8675843,89.0416829,162.2757645,103.5166043,71.43278054,245.6817758,159.5936508,307.8451883,154.9535097,130687,22857,107829,30143,16971,13171,100544,5886,94658,113.341014,16012976,88,74,72,24177,10453,6728,1696,741,4559,16379896,6614051,4967966,1263240,834277,2700362,19844,8923,4895,1577,494,3955,11405811,4159700,3974043,1209878,524851,1537339,108.8695651,128.5543819,69.28366954,109.9678829,1670033,386761,123918,1159354,117.2999559,117.2347108,121.3743609,186026,175804,273471,108.28,108.48,108.16,107.94,108.76,108.05,107.15,110.13,109.92,103.67,103.98,99.78,103.58,103.91,99.78,152.7977493,173.5741445,4888,5478,115.85,102.15,102.26,101.66,102.03,122.08,100,74.26,97.77,100.99,102.29,97.93,104,7650.99,4957.04,2748.89,919.94,2001.16,534.23,652.82,86.95,2394.47,105.23,223.0044444,133.1693236,6272,12179.4,103.9242878,1131.59,92.5,96.9,92.8,81.53477218,81.52424942,82.36775819,3.4,3.53,3.27,119.0759702,2493.7672,107.9753568,108.5899946,282154.4,444445.6,77.139,85.832
2017-10-01,101.4633246,79.64160499,109.8949555,58.64555788,37.14959172,153.907853,121.2539683,607.6359833,106.0306443,93467,20444,73023,17077,8826,8251,76390,11618,64772,113.341014,16012976,86,72,72,16909,7219,4434,1083,623,3550,13581922,6441970,3278370,1414478,654295,1792809,14513,6316,3484,1206,442,3065,8765662,3303435,2592704,901257,444280,1523986,108.8695651,128.5543819,69.28366954,109.9678829,1670033,386761,123918,1159354,117.2999559,117.2347108,121.3743609,186026,175804,273471,108.54,108.74,108.43,108.07,109.12,108.24,107.34,110.74,110.35,104.66,105.02,100.31,104.58,104.92,100.31,143.919975,136.2801014,4604,4301,115.85,104.61,101.12,103.42,107.13,124.56,100,74.65,97.77,100.2,101.94,96.12,110.5,8194.97,5230.79,2821.95,918.83,2053.17,556.81,694.2,88.11,2523.43,107.41,240.192,134.6016751,6755.4,12310.4,103.922451,1131.57,92.9,97.1,93,81.77458034,81.7551963,82.61964736,3.41,3.54,3.28,119.4624015,2501.8601,108.4607122,108.2386526,283422.7,443007.6,77.226,85.878
2017-11-01,142.814186,125.1227113,149.6508548,123.6065799,96.48118528,243.8164522,151.6920635,481.0146444,141.38456,131559,32119,99440,35993,22922,13071,95566,9197,86369,113.341014,16012976,90,72,72,24259,9637,6532,1694,811,5585,14884679,5155183,4537683,1647596,995321,2548896,20113,8181,4880,1598,546,4908,13288978,5190391,3726058,1576168,466991,2329370,108.8695651,128.5543819,69.28366954,109.9678829,1670033,386761,123918,1159354,117.2999559,117.2347108,121.3743609,186026,175804,273471,108.64,108.86,108.52,108.17,109.15,108.4,107.44,110.61,110.45,104.42,104.93,98.21,104.32,104.82,98.21,164.5514223,176.8377693,5264,5581,117.56,109.78,106.07,107.81,116.13,125.98,100,76.34,97.77,100.13,101.94,95.89,118.58,8018.45,5126.39,2788.93,912.52,2056.06,558.25,771.42,86.14,2476.37,102.08,240.192,134.6016751,6755.4,12310.4,101.4859578,1105.04,93.1,97.5,93.2,82.4940048,82.44803695,83.62720403,3.44,3.57,3.32,120.2308332,2517.9531,108.4607122,108.2386526,283422.7,443007.6,77.332,85.896
2017-12-01,244.3958358,228.6560187,250.4800746,353.6694255,198.2490109,1042.436113,193.8888889,606.4853556,180.9749869,225135,58696,166439,102985,47100,55885,122150,11596,110554,113.341014,16012976,87,71,73,23230,9050,5871,1352,761,6196,16471098,6842949,3901340,1107864,758156,3860789,15856,6288,3697,1171,466,4234,11832347,4918026,3286019,1045042,476713,2106547,108.8695651,128.5543819,69.28366954,109.9678829,1670033,386761,123918,1159354,117.2999559,117.2347108,121.3743609,186026,175804,273471,108.77,108.98,108.66,108.33,109.19,108.49,107.59,110.55,110.55,104.41,105.03,96.82,104.3,104.93,96.82,149.327915,140.4626109,4777,4433,117.56,111.3,107.68,109.47,116.13,125.98,100,77.37,97.08,100.21,101.94,96.14,135.49,8067.77,5155.01,2783.8,936.86,2052.96,560.87,798.42,84.53,2467.49,103.47,240.192,134.6016751,6755.4,12310.4,99.71713535,1085.78,93.2,97.3,93.5,83.45323741,83.60277136,84.38287154,3.48,3.62,3.35,120.577241,2525.2078,108.4607122,108.2386526,283422.7,443007.6,77.411,85.906
2018-01-01,136.1771187,241.5971952,95.45358777,66.81204712,49.93265426,141.6153703,168.2380952,2623.169456,91.40092981,125445,62018,63427,19455,11863,7592,105990,50155,55835,114.6924659,16203911,85,63,74,20282,7092,5510,1071,596,6013,12875870,4448283,4015677,994900,714910,2702100,13129,4493,3033,922,451,4230,8213988,2135304,2891965,941413,566933,1678373,110.6829572,141.7687649,65.13452163,109.5393383,1697850,426517,116497,1154836,122.1829876,120.7890157,125.4149801,193770,181134,282575,110.49,110.74,110.33,110.1,110.97,110.15,109.39,112.39,112.53,104.58,105.35,95.11,104.46,105.23,95.11,101.750547,100.9188847,3255,3185,122.04,113.2,109.58,114.11,116.13,127.82,100,78.26,96.76,100.22,101.95,96.14,141.72,8478.73,5319.89,2715.19,999.03,2168.37,645.21,913.57,92.04,2566.46,113.87,266.1013333,133.9347023,7484.1,12249.4,97.96484397,1066.7,93.5,97.6,93.8,84.65227818,84.52655889,85.39042821,3.53,3.66,3.39,122.2272847,2559.7641,110.2747388,109.5956195,288163,448561.5,77.556,85.92
2018-02-01,103.1415886,130.5414881,92.55809054,105.996085,102.5296742,121.3579556,101.8238095,478.6087866,90.03077528,95013,33510,61503,30865,24359,6506,64149,9151,54998,114.6924659,16203911,83,64,69,17894,6186,4765,1032,534,5377,12874081,4833860,3621101,930450,724382,2764288,12368,4639,2732,740,304,3953,6982354,2431040,1920888,628804,392713,1608909,110.6829572,141.7687649,65.13452163,109.5393383,1697850,426517,116497,1154836,122.1829876,120.7890157,125.4149801,193770,181134,282575,110.49,110.73,110.33,110.15,110.99,110.15,109.5,112.36,112.59,104.68,105.3,97,104.56,105.2,97,94.37324164,94.96197719,3019,2997,122.04,111.85,108.08,113.56,116.13,127.82,100.98,80.67,96.49,100.52,102.39,96.14,138.46,8082.12,5050.79,2715.55,957.45,2041.9,574.93,857.06,90.52,2427.36,101.87,266.1013333,133.9347023,7484.1,12249.4,99.14773249,1079.58,93.7,97.9,94.1,85.37170264,85.21939954,86.39798489,3.56,3.69,3.43,122.7728745,2571.1902,110.2747388,109.5956195,288163,448561.5,77.723,85.93
2018-03-01,127.6577036,91.02064667,141.8146521,79.59064528,59.34422089,169.3154262,149.8746032,484.5711297,139.3988999,117597,23365,94233,23176,14099,9077,94421,9265,85156,114.6924659,16203911,82,63,68,24023,8223,5933,1427,715,7725,14284527,4865006,3833877,1569411,922108,3094125,21552,8627,4739,1335,484,6367,13431681,5654651,3143518,1033950,571819,3027743,110.6829572,141.7687649,65.13452163,109.5393383,1697850,426517,116497,1154836,122.1829876,120.7890157,125.4149801,193770,181134,282575,110.57,110.8,110.42,110.23,110.96,110.25,109.53,112.21,112.54,104.71,105.3,97.5,104.59,105.19,97.5,139.7936855,150.8555133,4472,4761,122.04,110.61,105.97,110.58,109.96,128.83,100.98,81.64,96.26,101.22,103.04,96.94,116.67,8099.67,5069.13,2672.72,890.17,1902.53,593.44,871.09,91.92,2445.85,107.74,266.1013333,133.9347023,7484.1,12249.4,98.44148926,1071.89,94,98,94.3,86.0911271,85.6812933,87.15365239,3.59,3.71,3.46,123.0690547,2577.393,110.2747388,109.5956195,288163,448561.5,77.917,85.922
2018-04-01,117.7726636,67.6899104,137.122261,89.90006525,64.16365014,203.9544861,130.6555556,111.5062762,131.2549109,108491,17376,91115,26178,15244,10934,82313,2132,80181,114.6924659,16203911,82,70,71,26004,9549,6841,1593,722,7299,14377137,5033825,3862246,1426483,834387,3220196,22656,8820,5131,1443,580,6682,11498313,3665195,3293154,1397625,567363,2574976,110.6829572,141.7687649,65.13452163,109.5393383,1697850,426517,116497,1154836,122.1829876,120.7890157,125.4149801,193770,181134,282575,110.74,110.98,110.57,110.42,111.1,110.42,109.81,112.23,112.72,104.93,105.52,97.77,104.8,105.4,97.77,155.2985308,154.4676806,4968,4875,122.04,114.73,111.48,117.45,104.3,129.95,100.98,81.64,96.26,101.25,103.09,96.94,127.3,8102.32,5195.95,2636.26,929.79,1997.26,701.79,875.95,104.96,2515.38,136.84,297.9306667,142.4140042,8379.3,13024.9,98.06219349,1067.76,94,98.1,94.6,86.57074341,85.91224018,87.9093199,3.61,3.72,3.49,123.7190916,2591.0065,110.2381926,110.3499054,288067.5,451648.7,78.049,85.904
2018-05-01,154.3134424,176.0225945,145.9291476,129.8327552,101.8646351,253.7772804,165.6285714,1097.437238,136.462153,142152,45185,96967,37806,24201,13605,104346,20983,83362,114.6924659,16203911,81,74,77,26059,10386,6684,1567,868,6554,13110488,4290317,3757133,1681474,789095,2592469,22515,9012,4918,1534,816,6235,13370763,4559152,3838046,1699730,646466,2627369,110.6829572,141.7687649,65.13452163,109.5393383,1697850,426517,116497,1154836,122.1829876,120.7890157,125.4149801,193770,181134,282575,110.77,110.99,110.63,110.44,111.22,110.5,110.09,112.3,112.89,105.17,105.65,99.39,105.05,105.54,99.39,154.2044389,159.9809886,4933,5049,122.04,122.9,118.95,124.33,104.3,129.95,100.98,83.92,96.26,101.33,103.09,97.2,147.29,7683.26,4967.95,2732.06,835.65,1864.74,743.12,879.66,105.18,2423.01,145.69,297.9306667,142.4140042,8379.3,13024.9,98.85476553,1076.39,94.2,98.2,94.8,87.05035971,86.14318707,88.66498741,3.63,3.73,3.52,124.3291575,2603.7829,110.2381926,110.3499054,288067.5,451648.7,78.127,85.857
2018-06-01,136.2596207,126.1316712,140.1727667,120.0487654,78.06212644,306.1182615,143.752381,723.4832636,125.6073206,125521,32378,93142,34957,18546,16411,90564,13833,76731,114.6924659,16203911,83,77,76,23886,9450,6548,1554,670,5664,14450578,5295291,4187860,1623801,627318,2716308,20086,8092,4702,1403,444,5445,10404712,3496567,2858926,1502310,536422,2010487,110.6829572,141.7687649,65.13452163,109.5393383,1697850,426517,116497,1154836,122.1829876,120.7890157,125.4149801,193770,181134,282575,111.18,111.33,111.15,110.64,111.54,110.88,110.43,112.57,113.13,105.99,106.43,100.82,105.87,106.32,100.82,157.6742732,161.026616,5044,5082,122.04,123,117.44,122.65,107.62,129.95,100.98,80.71,97.07,101.96,103.89,97.43,159.13,7604.98,4831.38,2481.92,848.63,1704.5,649.14,818.22,90.05,2326.13,120.47,297.9306667,142.4140042,8379.3,13024.9,100.3618463,1092.8,94.4,98.5,95.1,87.29016787,86.37413395,89.16876574,3.64,3.74,3.54,125.0794395,2619.4958,110.2381926,110.3499054,288067.5,451648.7,78.203,85.808
2018-07-01,136.1130711,191.2037398,114.8326511,94.13097977,64.22678677,226.674128,155.5174603,1768.985356,105.015715,125386,49082,76304,27410,15259,12152,97976,33823,64152,114.6924659,16203911,77,72,73,27703,11616,7590,1654,776,6067,16458170,6975897,3966864,1572368,637992,3305049,18814,7215,4607,1402,547,5043,9332394,2764151,2740241,1349877,694408,1783717,110.6829572,141.7687649,65.13452163,109.5393383,1697850,426517,116497,1154836,128.2123715,127.1694263,135.6359182,203332,190702,305604,111.3,111.44,111.29,110.7,111.51,111.12,110.65,112.15,113.34,106.11,106.38,103.05,105.99,106.27,103.05,137.2303845,135.234474,4390,4268,122.04,127.34,121.42,127.62,112.38,128.83,100.98,78.46,98.39,101.91,103.89,97.28,158.06,7520.19,4808.26,2562.04,864.18,1712.65,654.6,775.52,88.92,2295.26,120.04,324.1528889,153.5141814,9116.8,14040.1,103.1170215,1122.8,94.6,98.6,95.2,87.52997602,86.60508083,89.42065491,3.65,3.75,3.55,125.7504671,2633.5489,111.3579962,111.0304045,290993.7,454433.9,78.293,85.773
