Date,Iteration,Actual,Predicted
2019-02-01,19,119.26,117.41918343871913
2019-03-01,19,119.41,118.40040678741758
2019-04-01,19,119.37,118.32801268075133
2019-05-01,18,119.39,118.84158324187263
2019-06-01,18,119.36,118.95452275436708
2019-07-01,18,121.2,122.59097860834203
2019-08-01,17,121.34,122.66093099916657
2019-09-01,17,121.23,122.0465516466569
2019-10-01,17,120.93,121.89114826069408
2019-11-01,16,120.7,121.4067095581759
2019-12-01,16,120.68,121.47137887476946
2020-01-01,16,122.49,121.98436104896142
2020-02-01,15,122.69,122.35512807179957
2020-03-01,15,122.49,122.6708496703236
2020-04-01,15,122.21,121.4269911591604
2020-05-01,14,122.08,119.66587553580428
2020-06-01,14,122.08,119.69406498190247
2020-07-01,14,123.97,123.68508489272088
2020-08-01,13,124.1,123.73002491198575
2020-09-01,13,124.14,124.66100618402707
2020-10-01,13,124.12,123.68187167622351
2020-11-01,12,124.39,122.9030872260244
2020-12-01,12,125.05,121.72979454030043
2021-01-01,12,127.7,126.82868976417365
2021-02-01,11,128.37,127.86669715565571
2021-03-01,11,129.29,127.7401797555282
2021-04-01,11,130.98,127.45419198302457
2021-05-01,10,132.49,129.6704817961521
2021-06-01,10,133.96,129.84939624537537
2021-07-01,10,136.47,132.4113083993883
2021-08-01,9,137.54,134.17821490576034
2021-09-01,9,138.2,135.30532568101262
2021-10-01,9,139.03,136.67933550659563
2021-11-01,8,139.74,138.16052231424246
2021-12-01,8,139.94,139.3320858761136
2022-01-01,8,143.34,140.8313789822814
2022-02-01,7,143.82,142.53837863985444
2022-03-01,7,145.21,143.54288366831537
2022-04-01,7,146.6,144.7437796089418
2022-05-01,6,146.86,146.06852604300195
2022-06-01,6,146.8,146.85257402747732
2022-07-01,6,148.61,148.5072906088144
2022-08-01,5,148.15,148.98851482233033
2022-09-01,5,148.74,148.06735783972016
2022-10-01,5,148.8,149.5889148939022
2022-11-01,4,148.87,149.99397975753232
2022-12-01,4,148.61,149.98169776855582
2023-01-01,4,151.26,152.2868678796745
2023-02-01,3,151.58,151.05562988844184
2023-03-01,3,151.73,152.5009275033696
2023-04-01,3,151.73,152.42327058640637
2023-05-01,2,151.5,152.3731849298644
2023-06-01,2,151.52,151.77104274727736
2023-07-01,2,154.05,152.96593466546983
2023-08-01,1,153.97,153.23485887790855
2023-09-01,1,153.89,153.2974206656571
2023-10-01,1,153.8,152.76283930642091
2023-11-01,0,153.72,154.51142618364366
2023-12-01,0,153.3,154.38431436142338
2024-01-01,0,154.79,155.07507666970145
