Date,Iteration,Actual,Predicted
2019-02-01,9,110.26,108.70110367387596
2019-03-01,9,110.47,109.89129543852513
2019-04-01,9,110.5,109.54363941551534
2019-05-01,9,110.57,109.78044818287376
2019-06-01,9,110.8,109.99114661340937
2019-07-01,9,110.56,109.79085938268113
2019-08-01,8,110.66,110.53049359305216
2019-09-01,8,110.19,110.78696310477825
2019-10-01,8,108.78,110.32884858426804
2019-11-01,8,107.79,109.05749329739173
2019-12-01,8,107.52,108.29189536844372
2020-01-01,8,108.17,106.31095228202788
2020-02-01,7,109.25,105.4213601156773
2020-03-01,7,108.94,107.26421528856461
2020-04-01,7,108.46,108.2100411615347
2020-05-01,7,107.89,108.64665273484057
2020-06-01,7,107.7,108.1440376349269
2020-07-01,7,106.96,107.78324020261606
2020-08-01,6,107.0,107.35685088915267
2020-09-01,6,106.84,107.90650773319231
2020-10-01,6,106.93,105.13109529824482
2020-11-01,6,107.75,106.50027462094869
2020-12-01,6,109.33,108.47942427577755
2021-01-01,6,114.24,109.1828345809044
2021-02-01,5,115.32,113.10953284486291
2021-03-01,5,117.34,114.51138401735423
2021-04-01,5,121.56,116.98445618530039
2021-05-01,5,126.27,121.66059592670777
2021-06-01,5,132.78,126.05663906291002
2021-07-01,5,134.53,129.2891743072079
2021-08-01,4,137.85,137.44710153115437
2021-09-01,4,140.28,140.19958083617172
2021-10-01,4,141.46,143.1603370641866
2021-11-01,4,142.69,142.90280415980493
2021-12-01,4,142.54,144.11162134751805
2022-01-01,4,144.66,144.58789598127782
2022-02-01,3,145.94,143.73833460934884
2022-03-01,3,150.36,143.16586359476366
2022-04-01,3,153.69,146.06771374386807
2022-05-01,3,154.85,150.06868178682132
2022-06-01,3,153.44,153.1437735830561
2022-07-01,3,155.34,151.111784186339
2022-08-01,2,152.09,154.5221119411737
2022-09-01,2,153.47,152.66959374563487
2022-10-01,2,153.57,152.75107809720873
2022-11-01,2,153.92,151.0556283716274
2022-12-01,2,152.98,149.6500486051308
2023-01-01,2,152.67,149.55520795829835
2023-02-01,1,153.5,149.5006551798262
2023-03-01,1,153.63,150.3112710713977
2023-04-01,1,153.44,151.80330017855823
2023-05-01,1,153.03,150.99391247384602
2023-06-01,1,152.65,149.20395186995125
2023-07-01,1,151.94,147.37685186888956
2023-08-01,0,151.39,149.66981711213185
2023-09-01,0,151.37,149.12203236831152
2023-10-01,0,151.09,148.66693743997843
2023-11-01,0,150.4,148.70932423380856
2023-12-01,0,147.02,149.14955959894036
2024-01-01,0,147.04,145.2725472535795
