date,Actual,Forecast
2023-08-01,155.19,154.35121754728283
2023-09-01,155.12,156.9853181563168
2023-10-01,155.21,157.4411608226819
2023-11-01,155.03,158.6140239776115
2023-12-01,154.99,157.8812256539648
2024-01-01,156.86,161.10634383153888
