date,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65,var66,var67,var68,var69,var70,var71,var72,var73,var74,var75,var76,var77,var78,var79,var80,var81,var82,var83,var84,var85,var86,var87,var88,var89,var90,var91,var92,var93,var94,var95,var96,var97,var98,var99,var100,var101,var102,var103,var104,var105,var106,var107,var108,var109,var110,var111,var112,var113,var114,var115,var116,var117,var118,var119,var120,var121,var122,var123,var124,var125,var126,var127,var128,var129,var130,var131,var132,var133,var134,var135,var136,var137,var138
2000-01-01,44.43817236,49.54811063,42.46327956,44.41086576,46.5401128,34.97481813,44.45079365,86.92468619,43.12139864,40936,12719,28216,12932,11057,1875,28004,1662,26342,37.5663065,5307420,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.49758797,90.53294954,112.9579103,82.31205407,1342192,272372,202032,867788,44.85591778,42.97774725,40.14078256,71137,64449,90442,55.12,55.6,54.82,55.45,52.4,50.44,50.69,55.18,54.71,57.22,55.28,86.99,57.37,55.43,86.99,,,,,,,,,,,,,28.35,58.07,88.35,51.02,49.41,41.95,92.88,87.24,65.79,64.89,62.74,72.97,46.99,,,,,,,,,828.38,101.24,,,,,103.8765314,1131.07,49,47.2,48.5,,,,,,,,,,,32.21764555,674.7231,59.31001704,53.94402179,154985.2,220786.3,38.995,37.418
2000-02-01,46.54957175,56.83287885,42.57765471,43.78927848,43.0255072,47.1740347,47.82539683,228.3472803,42.17358565,42881,14589,28292,12751,10222,2529,30130,4366,25763,37.5663065,5307420,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.49758797,90.53294954,112.9579103,82.31205407,1342192,272372,202032,867788,44.85591778,42.97774725,40.14078256,71137,64449,90442,55.05,55.6,54.75,55.38,52.4,50.57,50.69,54.9,54.64,57.36,55.43,86.6,57.52,55.58,86.6,,,,,,,,,,,,,28.53,58.24,88.35,51.02,49.41,41.95,92.88,87.24,65.79,64.1,61.77,72.99,41.14,,,,,,,,,828.38,77.23,,,,,103.6680565,1128.8,49.2,47.4,49,,,,,,,,,,,32.35550771,677.6103,59.31001704,53.94402179,154985.2,220786.3,39.161,38.501
2000-03-01,53.01186509,63.2645111,49.0518902,68.02087984,60.9815641,99.21656407,46.07460317,91.63179916,44.64870351,48834,16240,32594,19807,14488,5319,29027,1752,27275,37.5663065,5307420,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.49758797,90.53294954,112.9579103,82.31205407,1342192,272372,202032,867788,44.85591778,42.97774725,40.14078256,71137,64449,90442,55.19,55.67,54.82,55.45,52.47,50.64,50.75,55.04,54.71,57.22,55.35,85.81,57.37,55.51,85.81,,,,,,,,,,,,,28.53,58.42,88.35,51.02,49.41,41.95,92.88,87.24,65.79,63.36,60.86,72.99,45.12,,,,,,,,,860.94,74.7,,,,,102.6018037,1117.19,49.4,47.9,49.4,,,,,,,,,,,32.72731822,685.397,59.31001704,53.94402179,154985.2,220786.3,39.327,39.368
2000-04-01,51.84489628,62.72302298,47.64326993,64.53174903,61.6718579,77.2057452,45.98095238,75.78451883,45.04812729,47759,16101,31658,18791,14652,4139,28968,1449,27519,37.5663065,5307420,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.49758797,90.53294954,112.9579103,82.31205407,1342192,272372,202032,867788,44.85591778,42.97774725,40.14078256,71137,64449,90442,55.19,55.67,54.82,55.31,52.54,50.71,50.82,55.11,54.71,57.14,55.28,85.2,57.23,55.43,85.2,,,,,,,,,,,,,28.53,57.94,88.26,50.47,49.41,42.28,92.88,87.24,65.79,63.39,60.49,74.68,43.53,,,,,,,,,725.39,69.75,,,,,101.9194387,1109.76,49.3,48.2,49.7,,,,,,,,,,,32.92576964,689.5531,59.93677331,54.66283139,156623,223728.3,39.368,39.874
2000-05-01,59.92791932,59.36501753,60.1462798,68.37460078,57.25229396,117.6646148,56.02380952,85.61715481,55.09756417,55205,15239,39966,19910,13602,6308,35295,1637,33658,37.5663065,5307420,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.49758797,90.53294954,112.9579103,82.31205407,1342192,272372,202032,867788,44.85591778,42.97774725,40.14078256,71137,64449,90442,55.19,55.67,54.82,55.31,52.54,50.85,50.82,55.04,54.71,57.29,55.43,85.61,57.45,55.51,85.61,,,,,,,,,,,,,28.53,55.49,88.26,48.39,49.41,43.14,92.88,87.24,65.79,64.92,62.38,74.68,37.21,,,,,,,,,731.88,62.24,,,,,102.8607902,1120.01,49.4,48.8,50.1,,,,,,,,,,,32.88452845,688.6894,59.93677331,54.66283139,156623,223728.3,39.327,39.91
2000-06-01,73.35077454,89.89481885,66.96063087,80.27061369,66.40289587,141.7086364,70.15238095,381.7991632,60.3981142,67570,23076,44494,23374,15776,7597,44196,7300,36896,37.5663065,5307420,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.49758797,90.53294954,112.9579103,82.31205407,1342192,272372,202032,867788,44.85591778,42.97774725,40.14078256,71137,64449,90442,55.19,55.74,54.89,55.31,52.75,51.05,51.03,55.18,54.85,57.44,55.57,85.2,57.52,55.72,85.2,,,,,,,,,,,,,28.53,59.67,92.97,52.16,49.41,42.9,90.41,91.45,65.79,64.92,62.38,74.68,41.31,,,,,,,,,821.22,67.57,,,,,102.743236,1118.73,49.6,49.2,50.5,,,,,,,,,,,32.92366389,689.509,59.93677331,54.66283139,156623,223728.3,39.203,39.838
2000-07-01,41.8795254,50.97779509,38.36533831,45.03932141,33.70654095,95.28073121,40.41904762,265.5857741,33.36989261,38579,13086,25493,13115,8008,5108,25464,5078,20385,37.5663065,5307420,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.49758797,90.53294954,112.9579103,82.31205407,1342192,272372,202032,867788,45.65231099,43.70594629,40.35648345,72400,65541,90928,55.33,55.88,55.03,55.31,52.89,51.25,51.03,55.18,54.99,57.67,55.86,85,57.82,55.94,85,,,,,,,,,,,,,28.53,59.98,92.97,52.16,49.41,43.46,90.41,91.45,65.79,65.2,63.04,73.31,51.22,,,,,,,,,705.97,55.54,,,,,102.3878185,1114.86,49.8,49.9,51,,,,,,,,,,,32.93370559,689.7193,60.24693692,56.16856891,157433.5,229891.1,39.203,39.91
2000-08-01,50.98622434,60.03506038,47.49127137,56.83574299,45.91716474,105.2229062,48.28095238,235.460251,42.424044,46968,15411,31557,16550,10909,5641,30417,4502,25916,37.5663065,5307420,,,,,,,,,,,,,,,,6671,2905,2008,741,0,1017,4313189,1812355,1088979,687577,0,724278,87.49758797,90.53294954,112.9579103,82.31205407,1342192,272372,202032,867788,45.65231099,43.70594629,40.35648345,72400,65541,90928,55.33,55.81,54.96,55.24,53.03,51.53,51.23,55.32,55.06,57.81,55.94,85.4,57.97,56.01,85.4,,,,,,,,,,,,,28.53,62.02,94.72,55.06,53.34,46.56,90.41,95.67,65.79,65.2,63.04,73.31,38.51,,,,,,,,,688.62,61.2,,,,,102.3611851,1114.57,50.2,50.2,51.2,,,,,,,,,,,33.19506689,695.1929,60.24693692,56.16856891,157433.5,229891.1,39.285,40.488
2000-09-01,45.65724769,91.99454616,27.7570431,59.44228854,46.84316862,115.2770006,39.28571429,653.0334728,20.075956,42059,23615,18444,17309,11129,6180,24750,12486,12264,37.5663065,5307420,,,,,,,,,,,,,,,,5901,2653,1756,652,0,840,3411707,1273430,1014900,702592,0,420785,87.49758797,90.53294954,112.9579103,82.31205407,1342192,272372,202032,867788,45.65231099,43.70594629,40.35648345,72400,65541,90928,55.75,56.3,55.45,55.66,53.51,51.93,51.78,55.74,55.55,57.97,56.08,85.31,58.04,56.22,85.31,,,,,,,,,,,,,28.53,64.65,97.12,58.01,55.83,45.03,90.41,91.09,65.79,65.2,63.04,73.31,46.58,,,,,,,,,613.22,51.18,,,,,102.5384347,1116.5,50,50.4,51.5,,,,,,,,,,,33.40129192,699.5118,60.24693692,56.16856891,157433.5,229891.1,39.368,41.246
2000-10-01,47.99552752,47.99376704,47.99692993,63.3675607,39.88551225,167.4314494,40.89047619,148.6924686,37.51473284,44213,12320,31893,18452,9476,8976,25761,2843,22917,37.5663065,5307420,,,,,,,,,,,,,,,,7504,3246,2264,874,0,1120,4561839,1908535,1095874,1011477,0,545953,87.49758797,90.53294954,112.9579103,82.31205407,1342192,272372,202032,867788,45.65231099,43.70594629,40.35648345,72400,65541,90928,55.82,56.38,55.52,55.66,53.72,52.14,51.99,55.88,55.62,58.11,56.15,86.6,58.27,56.3,86.6,,,,,,,,,,,,,28.53,68.11,97.12,62.44,55.83,44.64,90.41,91.09,65.79,65.39,63.35,73,52.5,,,,,,,,,514.48,38.26,,,,,103.5312161,1127.31,49.5,50.4,52,,,,,,,,,,,33.32972507,698.013,60.7265903,55.98632551,158686.9,229145.2,39.41,41.68
2000-11-01,57.56684289,83.41254383,47.58156754,87.68501666,77.01826753,134.9561649,43.64603175,162.91841,39.91291252,53030,21412,31617,25533,18298,7235,27497,3115,24382,37.5663065,5307420,,,,,,,,,,,,,,,,6775,2801,2050,816,0,1108,4736170,2415543,1164943,613744,0,541940,87.49758797,90.53294954,112.9579103,82.31205407,1342192,272372,202032,867788,45.65231099,43.70594629,40.35648345,72400,65541,90928,55.89,56.38,55.59,55.73,53.93,52.27,52.06,56.31,55.7,58.19,56.3,87.89,58.35,56.44,87.89,,,,,,,,,,,,,28.53,68.49,94.63,62.44,60.18,44.2,90.41,91.99,70.88,65.39,63.35,73,57.72,,,,,,,,,509.23,39.47,,,,,105.720662,1151.15,48.5,50.5,52.5,,,,,,,,,,,33.55735139,702.7801,60.7265903,55.98632551,158686.9,229145.2,39.285,41.535
2000-12-01,79.77724465,157.5535645,49.73212136,164.6691164,136.1562421,291.0277933,40.53968254,423.3786611,28.55552645,73490,40444,33046,47950,32348,15602,25540,8095,17444,37.5663065,5307420,,,,,,,,,,,,,,,,5578,2080,1619,748,0,1131,6668144,3450325,1412322,1069299,0,736198,87.49758797,90.53294954,112.9579103,82.31205407,1342192,272372,202032,867788,45.65231099,43.70594629,40.35648345,72400,65541,90928,55.82,56.38,55.59,55.66,53.86,52.27,52.06,56.24,55.7,58.33,56.23,92.56,58.5,56.37,92.56,,,,,,,,,,,,,28.53,68.58,96.75,61.95,66.02,43.56,90.41,87.86,73.55,65.63,63.65,73,47.14,,,,,,,,,504.62,40.85,,,,,111.5294896,1214.4,48.1,50.5,52.8,,,,,,,,,,,33.7121646,706.0223,60.7265903,55.98632551,158686.9,229145.2,39.037,41.066
2001-01-01,29.76150414,38.29762369,26.46430291,22.71712627,20.92347841,30.66592054,33.01746032,254.1841004,26.09514144,27416,9831,17585,6615,4971,1644,20801,4860,15941,36.54687995,5163394,,,,5891,1950,1639,1512,255,535,5203314,2118738,1035666,1543167,327364,178379,3212,1194,1020,498,0,500,2580317,1050052,697637,510674,0,321954,92.74056439,95.89435407,105.7124167,89.63990113,1422618,288502,189073,945043,45.70590832,43.92600644,40.3587026,72485,65871,90933,55.96,56.45,55.66,55.73,54,52.41,52.06,56.38,55.7,58.64,56.37,97.24,58.72,56.52,97.24,,,,,,,,,,,,,29.77,66.42,96.1,60.09,68.57,43.04,90.41,87.95,71.43,65.75,63.65,73.6,45.6,,,,,,,,,617.91,56.24,,,,,116.8947339,1272.82,47.6,50.6,53,,,,,,,,,,,33.86984278,709.3245,61.25729344,56.67246861,160073.7,231953.5,38.995,41.102
2001-02-01,38.09528979,36.14335801,38.8514327,41.35100793,32.67110026,79.81719828,36.59206349,79.28870293,35.2556967,35093,9278,25816,12041,7762,4279,23053,1516,21537,36.54687995,5163394,,,,6921,2841,2065,1033,290,692,4584471,1567235,1234648,1077807,374181,330600,5169,2446,1417,661,0,645,3374848,1492460,1031700,496301,0,354387,92.74056439,95.89435407,105.7124167,89.63990113,1422618,288502,189073,945043,45.70590832,43.92600644,40.3587026,72485,65871,90933,55.96,56.52,55.73,55.8,54.07,52.48,52.27,56.45,55.7,58.71,56.45,95.55,58.79,56.66,95.55,,,,,,,,,,,,,29.77,65.88,96.1,60.09,71.49,43.01,86.66,87.95,71.43,65.75,63.65,73.62,53.57,,,,,,,,,578.1,51.77,,,,,115.0230516,1252.44,47.7,50.8,53.1,,,,,,,,,,,34.23170708,716.9029,61.25729344,56.67246861,160073.7,231953.5,39.12,42.077
2001-03-01,46.3433168,53.89559797,43.42643872,57.52944813,46.22442967,107.6291737,41.17301587,149.2154812,37.79138292,42691,13835,28856,16752,10982,5770,25939,2853,23086,36.54687995,5163394,,,,11343,5333,3199,1215,468,1128,5846456,2779841,1559885,911853,242546,352331,9058,4651,2473,943,0,991,5613195,2549532,1564369,961749,0,537545,92.74056439,95.89435407,105.7124167,89.63990113,1422618,288502,189073,945043,45.70590832,43.92600644,40.3587026,72485,65871,90933,56.17,56.73,55.94,55.93,54.35,52.82,52.54,56.66,56.05,59.16,56.95,97.54,59.33,57.1,97.54,,,,,,,,,,,,,29.77,66.28,96.1,60.09,70.43,42.78,86.66,87.95,72.13,67.39,65.9,72.65,38.68,,,,,,,,,523.22,39.4,,,,,118.3283434,1288.43,48,51,53.4,,,,,,,,,,,34.25361452,717.3617,61.25729344,56.67246861,160073.7,231953.5,39.368,43.088
2001-04-01,53.89550473,79.82859369,43.87942451,69.9440228,62.19378736,104.2902444,46.47777778,298.9016736,38.57713463,49648,20492,29157,20367,14776,5591,29281,5715,23566,36.54687995,5163394,,,,13022,6827,3548,1100,412,1135,7663337,3700326,2062136,990937,420842,489096,10685,5936,2658,1005,0,1086,6489528,2792672,2046327,816046,0,834483,92.74056439,95.89435407,105.7124167,89.63990113,1422618,288502,189073,945043,45.70590832,43.92600644,40.3587026,72485,65871,90933,56.31,56.8,56.01,56,54.48,52.96,52.68,56.73,56.19,59.46,57.1,100.02,59.55,57.17,100.02,,,,,,,,,,,,,29.77,67.18,97.4,61.57,68.41,44.56,86.66,87.95,72.13,67.46,65.9,73.01,36.13,,,,,,,,,577.36,41.31,,,,,121.7374134,1325.55,48.3,51.2,53.8,,,,,,,,,,,34.29525203,718.2337,63.13913124,57.40857656,164991.2,234966.3,39.617,43.63
2001-05-01,67.50507496,124.3046358,45.56344811,93.40636698,84.8640458,131.2628241,55.53333333,614.3828452,38.04184128,62185,31909,30276,27199,20162,7037,34986,11747,23239,36.54687995,5163394,,,,13658,7392,3483,1136,462,1185,8665252,4193973,2202805,1208412,597865,462197,11142,6155,2776,957,0,1254,6430117,2830820,1921324,770935,0,907038,92.74056439,95.89435407,105.7124167,89.63990113,1422618,288502,189073,945043,45.70590832,43.92600644,40.3587026,72485,65871,90933,56.31,56.94,55.94,56.07,54.55,53.16,52.81,56.66,56.33,59.61,57.32,97.83,59.77,57.46,97.83,,,,,,,,,,,,,29.77,66.19,97.4,59.71,62.62,44.85,86.66,88.58,72.13,69.43,68.33,73.01,38.8,,,,,,,,,612.16,52.58,,,,,119.2494903,1298.46,48.7,51.6,54.3,,,,,,,,,,,34.62156211,725.0675,63.13913124,57.40857656,164991.2,234966.3,39.907,44.064
2001-06-01,68.15532084,70.35839501,67.30676619,76.62694461,67.22367203,118.2988248,64.23968254,109.2573222,62.83067051,62784,18061,44724,22313,15971,6342,40471,2089,38382,36.54687995,5163394,,,,15251,8151,3523,1710,591,1276,9961856.79,5028773.4,2346030.78,1588918,557060,441074.61,13391,5862,3765,1840,438,1486,8058426,3097117,2844418,1164247,491445,461199,92.74056439,95.89435407,105.7124167,89.63990113,1422618,288502,189073,945043,45.70590832,43.92600644,40.3587026,72485,65871,90933,56.24,56.8,55.87,56,54.55,53.09,52.75,56.59,56.26,59.46,57.25,97.63,59.62,57.39,97.63,,,,,,,,,,,,,29.77,66.19,97.4,59.71,62.62,45.02,86.66,88.58,72.13,69.25,68.11,73.01,44.86,,,,,,,,,595.13,58.01,,,,,118.8242749,1293.83,49,51.9,54.5,,,,,,,,,,,34.93822202,731.6992,63.13913124,57.40857656,164991.2,234966.3,40.239,44.461
2001-07-01,45.93406355,35.7615894,49.86455574,45.50980459,28.81976597,119.4739787,46.12857143,121.9665272,43.75491095,42314,9180,33134,13252,6847,6405,29061,2332,26729,36.54687995,5163394,,,,14061,7612,3375,1451,467,1156,8505645,4218651,2157268,1287938,408559,433229,10252,5554,2499,1042,0,1157,6169300,2732614,1758356,839473,0,838857,92.74056439,95.89435407,105.7124167,89.63990113,1422618,288502,189073,945043,46.3831263,44.83625524,41.15581949,73559,67236,92729,56.1,56.66,55.73,55.93,54.48,53.02,52.75,56.45,56.12,59.16,56.88,97.74,59.24,56.95,97.74,,,,,,,,,,,,,30.48,67.32,98.5,60.64,65.55,45.28,86.66,88.58,72.13,69.25,68.11,73.01,33.86,,,,,,,,,541.55,46.52,,,,,119.6297045,1302.6,49.1,51.9,54.6,,,,,,,,,,,35.525244,743.993,64.2548018,58.1837035,167906.6,238138.8,40.736,45.147
2001-08-01,47.49291677,62.85547332,41.55881291,65.82300216,54.47849146,116.1163962,39.02063492,166.9456067,35.01669722,43750,16135,27615,19167,12943,6225,24583,3192,21391,36.54687995,5163394,,,,12209,5985,3321,1364,435,1104,8173187,4094590,2311216,990577,413962,362842,10198,5525,2531,1070,0,1072,7969745,4172243,2323601,852075,0,621826,92.74056439,95.89435407,105.7124167,89.63990113,1422618,288502,189073,945043,46.3831263,44.83625524,41.15581949,73559,67236,92729,56.03,56.59,55.66,55.86,54.35,53.02,52.68,56.24,56.12,59.01,56.88,96.64,59.17,56.88,96.64,,,,,,,,,,,,,30.48,65.7,96.57,60.04,65.55,44.99,86.66,88.58,72.13,69.26,68.12,73.01,34.01,,,,,,,,,545.11,54.92,,,,,118.0491523,1285.39,49.2,52.2,54.7,,,,,,,,,,,35.92065228,752.2739,64.2548018,58.1837035,167906.6,238138.8,41.523,46.267
2001-09-01,67.51593048,53.96571874,72.75313027,71.5409183,40.34009597,209.8116023,65.65555556,223.2740586,60.72387376,62195,13853,48343,20832,9584,11248,41363,4269,37095,36.54687995,5163394,,,,14398,8003,3620,1117,462,1196,8859341,4521052,2458651,900965,489182,489490,10607,5860,2648,939,0,1160,7058294,3526060,1943647,770010,0,818577,92.74056439,95.89435407,105.7124167,89.63990113,1422618,288502,189073,945043,46.3831263,44.83625524,41.15581949,73559,67236,92729,56.45,57.08,56.08,56.28,54.69,53.36,53.09,56.52,56.47,58.94,56.74,97.04,59.1,56.88,97.04,,,,,,,,,,,,,30.48,65.08,94.81,58.89,61.57,44.96,86.66,88.58,72.13,69.35,68.37,72.46,43.8,,,,,,,,,479.68,54.39,,,,,118.8123358,1293.7,49.5,52.7,54.9,,,,,205.9952038,188.6836028,228.7153652,8.59,8.17,9.08,36.33732816,761.0002,64.2548018,58.1837035,167906.6,238138.8,42.186,47.314
2001-10-01,62.24340256,81.20373977,54.91963641,97.96696315,72.65763111,210.1287073,45.73174603,187.3430962,41.2977999,57338,20845,36493,28527,17262,11265,28811,3582,25228,36.54687995,5163394,,,,12634,6782,3303,1153,396,1000,9216369,4771865,2637511,919856,566483,320654,9813,5292,2538,904,0,1079,5765144,2812185,1640637,844063,0,468259,92.74056439,95.89435407,105.7124167,89.63990113,1422618,288502,189073,945043,46.3831263,44.83625524,41.15581949,73559,67236,92729,56.38,56.94,55.94,56.21,54.62,53.23,53.02,56.38,56.4,58.86,56.59,97.54,59.02,56.66,97.54,,,,,,,,,,,,,30.48,65.23,94.9,58.67,61.57,45.51,86.66,89.21,72.13,69.06,68,72.46,33.71,,,,,,,,,537.81,52.57,,,,,119.6297045,1302.6,49.8,53.2,55,,,,,201.4388489,185.4503464,222.1662469,8.4,8.03,8.82,36.52040904,764.8344,65.74821756,59.20924103,171809.1,242336.2,42.393,47.675
2001-11-01,89.01203878,138.7339307,69.80496027,139.2115114,135.6427309,155.0270472,65.80952381,177.1443515,62.32484285,81997,35613,46384,40537,32226,8311,41460,3387,38073,36.54687995,5163394,,,,12586,5943,3470,1216,581,1376,10582978,5414523,2902974,1111645,731059,422777,10019,5058,2579,1148,0,1234,7135592,3590765,1885518,1006502,0,652807,92.74056439,95.89435407,105.7124167,89.63990113,1422618,288502,189073,945043,46.3831263,44.83625524,41.15581949,73559,67236,92729,56.31,56.94,55.94,56.21,54.48,53.16,52.88,56.31,56.33,58.86,56.66,95.14,58.95,56.73,95.14,,,,,,,,,,,,,30.48,61.95,93.52,55.61,61.57,47.01,86.66,89.21,72.13,69.06,68,72.46,32.55,,,,,,,,,643.89,64.31,,,,,117.9214959,1284,50.6,53.7,55.2,,,,,197.1223022,181.7551963,216.1209068,8.22,7.87,8.58,36.59554277,766.4079,65.74821756,59.20924103,171809.1,242336.2,42.559,47.675
2001-12-01,120.4387803,237.5730425,75.18962196,244.7474158,224.9936863,332.3074053,62.98253968,393.9330544,52.62408329,110947,60985,49962,71268,53454,17815,39679,7532,32147,36.54687995,5163394,,,,13985,6986,3563,1375,484,1577,10455215,5446441,2979076,1006375,405230,618093,8426,3744,2303,1040,0,1339,5900031,2441509,1731117,915496,0,811909,92.74056439,95.89435407,105.7124167,89.63990113,1422618,288502,189073,945043,46.3831263,44.83625524,41.15581949,73559,67236,92729,56.24,56.87,55.87,56.14,54.35,53.02,52.68,56.24,56.19,58.94,56.74,95.14,59.02,56.81,95.14,,,,,,,,,,,,,30.48,58.45,90.47,51.62,58.7,48.2,86.66,89.21,72.13,69.06,68,72.46,29.61,,,,,,,,,693.7,64.57,,,,,118.4413056,1289.66,51.5,53.8,55.6,,,,,193.0455635,178.0600462,211.5869018,8.05,7.71,8.4,36.52571878,764.9456,65.74821756,59.20924103,171809.1,242336.2,42.891,47.82
2002-01-01,47.0044182,35.06427737,51.61780641,33.56571311,30.60863709,46.67039731,53.21587302,90.42887029,52.05113934,43300,9001,34299,9774,7272,2502,33526,1729,31797,44.06615762,6225728,,,,13945,6657,3887,1727,419,1255,9344374,3788023,3441822,1246418,438431,429680,7654,3254,2287,1046,235,832,5101657,1976283,1802004,779989,263231,280150,99.3863007,112.4877848,92.31728318,96.84681096,1524562,338424,165115,1021023,47.84286525,46.42268887,42.30578043,75874,69615,95320,57.08,57.71,56.64,56.97,55.11,53.7,53.64,56.87,56.97,58.94,56.74,97.93,59.1,56.81,97.93,,,,,,,,,,,,,30.19,59.56,91.58,53.86,57.75,48.33,86.66,89.21,72.13,69.16,68,73,31.35,,,,,,,,,748.07,70.29,,,,,121.007292,1317.6,52.6,54.3,55.7,,,,,191.3669065,176.6743649,209.5717884,7.98,7.65,8.32,36.92819397,773.3745,67.88143905,60.71580927,177383.5,248502.4,44.01,48.831
2002-02-01,57.45503099,56.60303857,57.78503491,48.07857413,47.26407947,51.68811789,61.79047619,172.6464435,58.32078313,52927,14530,38397,14000,11229,2771,38928,3301,35627,44.06615762,6225728,,,,12657,5968,3666,1469,398,1156,8294507,3466368,2899801,1003784,493217,431337,9579,4685,2809,970,218,897,5943179,2837466,1971905,527504,283103,323201,99.3863007,112.4877848,92.31728318,96.84681096,1524562,338424,165115,1021023,47.84286525,46.42268887,42.30578043,75874,69615,95320,57.22,57.93,56.78,57.04,55.25,53.84,53.71,57.15,57.11,59.46,57.25,97.74,59.55,57.32,97.74,,,,,,,,,,,,,30.19,60.08,91.58,54.3,59.71,48.42,84.19,89.21,72.13,69.16,68,73,30.25,,,,,,,,,819.99,72.6,,,,,121.1101519,1318.72,53.4,54.9,55.8,,,,,189.4484412,175.5196305,206.2972292,7.9,7.6,8.19,37.16844525,778.406,67.88143905,60.71580927,177383.5,248502.4,45.129,50.204
2002-03-01,95.02708453,72.18932606,103.8496268,72.27926783,67.58565536,93.07964932,105.5412698,129.4456067,104.7930854,87538,18531,69006,21047,16057,4990,66491,2475,64016,44.06615762,6225728,,,,20678,10581,5604,2002,706,1785,13960644,6329311,5068121,1257046,627706,678460,17389,9040,4767,1548,507,1527,10347045,4305284,3847193,921972,534067,738529,99.3863007,112.4877848,92.31728318,96.84681096,1524562,338424,165115,1021023,47.84286525,46.42268887,42.30578043,75874,69615,95320,57.43,58.07,56.99,57.17,55.53,54.04,53.98,57.43,57.32,59.69,57.46,98.53,59.77,57.54,98.53,,,,,,,,,,,,,30.19,61.72,93.15,57.3,58.54,50.18,84.19,91.09,74.26,69.3,68,73.75,32.09,,,,,,,,,895.58,73.21,,,,,121.4582224,1322.51,54.3,55.7,55.8,,,,,188.2494005,173.4411085,205.7934509,7.85,7.51,8.17,37.88999648,793.5172,67.88143905,60.71580927,177383.5,248502.4,46.165,51.323
2002-04-01,71.43911679,65.60576549,73.69371539,65.36282153,53.34203216,118.6345831,74.24761905,217.9916318,69.74855946,65809,16841,48968,19033,12673,6360,46776,4168,42608,44.06615762,6225728,,,,22000,10795,6074,2183,714,2234,13486345,5315253,5223113,1607455,628208,712316,18685,9213,5067,1842,576,1987,11003413,4683666,3712878,1362396,565202,679271,99.3863007,112.4877848,92.31728318,96.84681096,1524562,338424,165115,1021023,47.84286525,46.42268887,42.30578043,75874,69615,95320,57.64,58.35,57.2,57.31,55.94,54.59,54.39,57.64,57.74,60.36,58.05,99.12,60.37,58.12,99.12,,,,,,,,,,,,,30.19,64.61,95.27,60.15,58.54,51.68,81.73,91.09,74.26,72.14,71.39,74.24,32.12,,,,,,,,,842.34,58.91,,,,,121.1294381,1318.93,54.7,56.1,56,,,,,186.3309353,171.8244804,203.2745592,7.77,7.44,8.07,38.40694139,804.3434,69.10422224,61.81606195,180578.8,253005.6,46.62,51.973
2002-05-01,72.06005276,74.85391508,70.98031543,93.11446135,69.85015574,196.213393,62.32857143,137.0292887,59.98886852,66381,19215,47165,27114,16595,10519,39267,2620,36646,44.06615762,6225728,,,,19724,8584,5790,2356,695,2299,14590626,5213790,6006266,1801005,738477,831088,19724,8584,5790,2356,695,2299,14590626,5213790,6006266,1801005,738477,831088,99.3863007,112.4877848,92.31728318,96.84681096,1524562,338424,165115,1021023,47.84286525,46.42268887,42.30578043,75874,69615,95320,57.72,58.49,57.27,57.45,56.08,54.72,54.6,57.78,57.88,60.43,58.27,96.24,60.52,58.34,96.24,,,,,,,,,,,,,30.19,66.51,97.4,62.99,57.59,51.8,81.73,91.09,74.85,72.18,71.4,74.38,37.87,,,,,,,,,796.4,54.2,,,,,116.2739011,1266.06,54.7,56.2,56.2,,,,,184.8920863,170.2078522,201.7632242,7.71,7.37,8.01,38.90407029,814.7546,69.10422224,61.81606195,180578.8,253005.6,46.91,52.154
2002-06-01,65.72042684,80.21036229,60.12370575,71.67485147,61.68869433,115.9112106,62.96825397,310.3556485,55.2268858,60541,20590,39951,20871,14656,6214,39670,5934,33737,44.06615762,6225728,,,,14985,6183,4500,2013,579,1710,10258984,4155528,3519756,1308992,688188,586520,13391,5862,3765,1840,438,1486,8058426,3097117,2844418,1164247,491445,461199,99.3863007,112.4877848,92.31728318,96.84681096,1524562,338424,165115,1021023,47.84286525,46.42268887,42.30578043,75874,69615,95320,58.21,58.91,57.77,57.73,56.78,55.68,55.08,58.27,58.31,61.18,59.07,94.16,61.27,59.07,94.16,,,,,,,,,,,,,30.19,66.25,97.4,62.99,57.59,51.8,81.73,91.09,74.85,75.7,75.54,75.26,32.04,,,,,,,,,742.72,51.84,,,,,112.3624708,1223.47,54.3,56.3,56.4,,,,,182.9736211,168.8221709,199.2443325,7.63,7.31,7.91,39.23902779,821.7695,69.10422224,61.81606195,180578.8,253005.6,47.118,52.154
