date,Actual,Forecast
2023-08-01,154.62,154.00666102339378
2023-09-01,154.54,160.0026473532402
2023-10-01,154.34,162.30726488891975
2023-11-01,154.12,154.83910317015113
2023-12-01,154.11,154.76712844727035
2024-01-01,155.73,159.7877200360037
