Date,Iteration,Actual,Predicted
2019-02-01,9,103.22,102.00415
2019-03-01,9,103.58,102.62852
2019-04-01,9,103.3,103.47073
2019-05-01,9,103.3,102.95132
2019-06-01,9,102.87,102.908134
2019-07-01,9,102.66,102.63532
2019-08-01,8,103.07,102.78668
2019-09-01,8,102.76,102.93244
2019-10-01,8,102.42,102.52545
2019-11-01,8,102.19,102.30411
2019-12-01,8,102.55,102.29058
2020-01-01,8,102.38,102.88391
2020-02-01,7,102.33,102.39198
2020-03-01,7,101.58,102.40878
2020-04-01,7,100.98,102.07071
2020-05-01,7,101.15,101.221825
2020-06-01,7,101.77,101.69706
2020-07-01,7,102.62,102.1529
2020-08-01,6,103.21,102.874985
2020-09-01,6,103.5,103.278046
2020-10-01,6,103.37,103.57122
2020-11-01,6,103.81,103.46209
2020-12-01,6,105.06,103.30414
2021-01-01,6,105.68,104.232994
2021-02-01,5,107.7,105.91437
2021-03-01,5,109.73,108.01516
2021-04-01,5,111.5,109.108
2021-05-01,5,113.66,109.485344
2021-06-01,5,113.92,109.31201
2021-07-01,5,114.46,109.86271
2021-08-01,4,115.08,113.55141
2021-09-01,4,115.63,113.70092
2021-10-01,4,117.04,114.257614
2021-11-01,4,117.45,113.45568
2021-12-01,4,118.28,112.50697
2022-01-01,4,119.88,112.339325
2022-02-01,3,121.13,117.838684
2022-03-01,3,123.97,117.46997
2022-04-01,3,125.73,117.85319
2022-05-01,3,125.36,118.05421
2022-06-01,3,125.73,118.05128
2022-07-01,3,123.22,118.67643
2022-08-01,2,124.5,124.57424
2022-09-01,2,126.84,124.90785
2022-10-01,2,127.27,125.40593
2022-11-01,2,128.04,124.943985
2022-12-01,2,128.14,124.92907
2023-01-01,2,129.22,124.04491
2023-02-01,1,130.12,128.67117
2023-03-01,1,130.46,128.65097
2023-04-01,1,130.91,128.7167
2023-05-01,1,130.25,128.90195
2023-06-01,1,130.7,128.83325
2023-07-01,1,130.46,128.42017
2023-08-01,0,130.85,130.27194
2023-09-01,0,130.54,130.32784
2023-10-01,0,130.71,130.50374
2023-11-01,0,131.54,130.4085
2023-12-01,0,131.72,130.59682
2024-01-01,0,131.87,128.91216
