Date,Iteration,Actual,Predicted
2019-02-01,9,110.26,109.29079112960653
2019-03-01,9,110.47,109.71237318480878
2019-04-01,9,110.5,109.80578261859243
2019-05-01,9,110.57,110.16915022670231
2019-06-01,9,110.8,110.58655788985887
2019-07-01,9,110.56,110.63416709205785
2019-08-01,8,110.66,110.79732949836576
2019-09-01,8,110.19,111.09343286773087
2019-10-01,8,108.78,111.37499647966285
2019-11-01,8,107.79,110.95680675845998
2019-12-01,8,107.52,110.67189327688418
2020-01-01,8,108.17,111.09728931826056
2020-02-01,7,109.25,108.27117897730582
2020-03-01,7,108.94,109.13452514711523
2020-04-01,7,108.46,109.74023706306954
2020-05-01,7,107.89,110.735422424408
2020-06-01,7,107.7,111.43249811678376
2020-07-01,7,106.96,111.90492073708002
2020-08-01,6,107.0,107.29499059275851
2020-09-01,6,106.84,107.22958956037797
2020-10-01,6,106.93,107.63880794150542
2020-11-01,6,107.75,107.5734204672686
2020-12-01,6,109.33,107.49056965086584
2021-01-01,6,114.24,107.8695414833181
2021-02-01,5,115.32,116.3355806249537
2021-03-01,5,117.34,118.58933155615674
2021-04-01,5,121.56,120.22091656247395
2021-05-01,5,126.27,121.20762379891232
2021-06-01,5,132.78,121.25540996844063
2021-07-01,5,134.53,121.19431799315906
2021-08-01,4,137.85,136.46118660519207
2021-09-01,4,140.28,138.12984686212016
2021-10-01,4,141.46,139.49141429175876
2021-11-01,4,142.69,139.46526259094986
2021-12-01,4,142.54,139.15922722974136
2022-01-01,4,144.66,139.28386626140036
2022-02-01,3,145.94,145.72492731944408
2022-03-01,3,150.36,146.51906457622107
2022-04-01,3,153.69,147.55575755038063
2022-05-01,3,154.85,148.78192199707485
2022-06-01,3,153.44,149.8936422231317
2022-07-01,3,155.34,150.37512031527842
2022-08-01,2,152.09,155.73670958204357
2022-09-01,2,153.47,156.85190198294134
2022-10-01,2,153.57,157.1731237992078
2022-11-01,2,153.92,157.2372216241605
2022-12-01,2,152.98,156.82299025661544
2023-01-01,2,152.67,157.8023744967947
2023-02-01,1,153.5,152.42907136708558
2023-03-01,1,153.63,152.49585416443904
2023-04-01,1,153.44,152.3589042839716
2023-05-01,1,153.03,152.59866011863238
2023-06-01,1,152.65,152.8382054411487
2023-07-01,1,151.94,153.2418258887312
2023-08-01,0,151.39,151.23870356988047
2023-09-01,0,151.37,150.37648403015342
2023-10-01,0,151.09,150.6136188482783
2023-11-01,0,150.4,150.04045963989918
2023-12-01,0,147.02,149.21262799331464
2024-01-01,0,147.04,148.96871365570533
