Date,Iteration,Actual,Predicted
2019-02-01,19,103.66,103.09325611469959
2019-03-01,19,104.05,103.29636748315099
2019-04-01,19,104.03,103.52358269351271
2019-05-01,18,104.08,104.21104461619342
2019-06-01,18,104.1,104.31177209443288
2019-07-01,18,103.91,104.30830257748016
2019-08-01,17,104.24,104.1940367926801
2019-09-01,17,104.26,104.26731023259973
2019-10-01,17,103.93,104.41381892672311
2019-11-01,16,103.57,103.94699975811383
2019-12-01,16,103.32,103.66686371274291
2020-01-01,16,103.46,103.93329015570315
2020-02-01,15,103.72,103.35262973617054
2020-03-01,15,103.52,103.47675439967769
2020-04-01,15,102.97,103.80758555310973
2020-05-01,14,102.51,102.98782910434548
2020-06-01,14,102.21,102.96529441167341
2020-07-01,14,101.84,103.00384472353241
2020-08-01,13,102.11,102.2197683441465
2020-09-01,13,102.28,102.21192031151409
2020-10-01,13,102.23,102.58212574042312
2020-11-01,12,102.68,102.43980299000746
2020-12-01,12,104.07,102.08482273094127
2021-01-01,12,106.41,102.70726936522952
2021-02-01,11,107.66,107.57535203766251
2021-03-01,11,109.51,108.82074074562559
2021-04-01,11,113.88,109.83941204250073
2021-05-01,10,117.19,115.9877519550857
2021-06-01,10,120.12,117.26292829389996
2021-07-01,10,123.6,118.52966038988562
2021-08-01,9,125.67,126.04301131115366
2021-09-01,9,126.75,127.97305455155787
2021-10-01,9,129.04,129.50367316295592
2021-11-01,8,131.43,129.84209786724122
2021-12-01,8,131.84,130.08872705364936
2022-01-01,8,132.37,131.00932048198823
2022-02-01,7,132.98,132.72070420856141
2022-03-01,7,135.16,132.54512743473202
2022-04-01,7,138.45,132.559185171017
2022-05-01,6,139.14,140.44948628714351
2022-06-01,6,139.57,141.91565093301375
2022-07-01,6,139.21,143.5585150846646
2022-08-01,5,138.14,139.3297744510494
2022-09-01,5,138.57,139.53929837683532
2022-10-01,5,138.51,139.602255341257
2022-11-01,4,138.02,138.10551833062246
2022-12-01,4,137.29,138.03111727568137
2023-01-01,4,136.98,138.07749991393564
2023-02-01,3,137.38,136.560753723511
2023-03-01,3,137.83,136.07239344126714
2023-04-01,3,137.68,135.968948730819
2023-05-01,2,137.24,137.69273638055142
2023-06-01,2,137.25,137.45755550186794
2023-07-01,2,136.76,137.3650462149981
2023-08-01,1,136.42,136.38418508010216
2023-09-01,1,136.23,136.19507264112374
2023-10-01,1,135.78,136.41107599881403
2023-11-01,0,135.27,135.41294616525062
2023-12-01,0,135.25,134.5536470371799
2024-01-01,0,134.64,134.37177006102615
